engagement_id,audience_id,channel_type,impressions,reach,frequency,engagement_rate
ENG_001511,AUD_000431,OOH,10882,6562,1.66,0.0177
ENG_001512,AUD_000431,Digital,12175,10003,1.22,0.012
ENG_001513,AUD_000431,Print,19990,15004,1.33,0.014
ENG_001514,AUD_000431,Email,3408,2553,1.33,0.0014
ENG_001515,AUD_000431,TV,181356,161512,1.12,0.009
ENG_001516,AUD_000432,Email,18877,12991,1.45,0.0185
ENG_001517,AUD_000432,Streaming,33675,25756,1.31,0.0105
ENG_001518,AUD_000432,OOH,4314,3081,1.4,0.0104
ENG_001519,AUD_000432,TV,157178,112463,1.4,0.0024
ENG_001520,AUD_000432,Print,15391,10304,1.49,0.0055
ENG_001521,AUD_000433,Social,15462,11143,1.39,0.05
ENG_001522,AUD_000433,Print,13932,9078,1.53,0.0261
ENG_001523,AUD_000433,TV,142970,125579,1.14,0.0081
ENG_001524,AUD_000433,Streaming,50511,37705,1.34,0.0105
ENG_001525,AUD_000434,Email,4923,3642,1.35,0.0077
ENG_001526,AUD_000434,OOH,8224,5155,1.6,0.0108
ENG_001527,AUD_000435,Streaming,60155,53017,1.13,0.0174
ENG_001528,AUD_000435,Print,9685,8234,1.18,0.0233
ENG_001529,AUD_000435,TV,167387,104829,1.6,0.0048
ENG_001530,AUD_000435,Digital,7417,6337,1.17,0.0205
ENG_001531,AUD_000435,Email,4433,3151,1.41,0.0135
ENG_001532,AUD_000436,Radio,10365,8483,1.22,0.0117
ENG_001533,AUD_000436,Digital,10656,8503,1.25,0.0436
ENG_001534,AUD_000436,Retail,1438,1223,1.18,0.028
ENG_001535,AUD_000436,Social,16168,12405,1.3,0.0353
ENG_001536,AUD_000437,Print,18943,15957,1.19,0.0139
ENG_001537,AUD_000437,Digital,43943,31535,1.39,0.023
ENG_001538,AUD_000437,TV,93196,64653,1.44,0.0026
ENG_001539,AUD_000437,Retail,4393,3518,1.25,0.0011
ENG_001540,AUD_000437,Streaming,73680,50426,1.46,0.0151
ENG_001541,AUD_000438,Print,1111,932,1.19,0.0136
ENG_001542,AUD_000438,Retail,1515,995,1.52,0.0065
ENG_001543,AUD_000438,Email,6076,4239,1.43,0.0109
ENG_001544,AUD_000438,Digital,10656,8174,1.3,0.0157
ENG_001545,AUD_000439,Digital,13053,11211,1.16,0.0244
ENG_001546,AUD_000439,Streaming,19488,16618,1.17,0.0136
ENG_001547,AUD_000439,OOH,12520,8538,1.47,0.0048
ENG_001548,AUD_000439,Retail,3465,2882,1.2,0.0261
ENG_001549,AUD_000439,Email,12117,7294,1.66,0.0127
ENG_001550,AUD_000440,Email,18222,15977,1.14,0.0212
ENG_001551,AUD_000440,Retail,4093,2647,1.55,0.0031
ENG_001552,AUD_000441,Social,22514,17684,1.27,0.0493
ENG_001553,AUD_000441,Email,4451,3649,1.22,0.0082
ENG_001554,AUD_000441,Digital,31654,23454,1.35,0.0281
ENG_001555,AUD_000441,TV,113921,73637,1.55,0.0047
ENG_001556,AUD_000441,Streaming,68828,50529,1.36,0.0158
ENG_001557,AUD_000442,Retail,4667,4004,1.17,0.0178
ENG_001558,AUD_000442,Print,10597,8781,1.21,0.0166
ENG_001559,AUD_000442,Email,15625,12375,1.26,0.0143
ENG_001560,AUD_000442,Digital,24282,18820,1.29,0.016
ENG_001561,AUD_000442,OOH,19847,13632,1.46,0.0186
ENG_001562,AUD_000443,Streaming,74092,52158,1.42,0.0183
ENG_001563,AUD_000443,Social,6144,5507,1.12,0.0698
ENG_001564,AUD_000443,OOH,14214,10271,1.38,0.0086
ENG_001565,AUD_000444,Radio,14249,11324,1.26,0.027
ENG_001566,AUD_000444,Social,22173,16639,1.33,0.0658
ENG_001567,AUD_000445,Social,14003,8920,1.57,0.0628
ENG_001568,AUD_000445,Streaming,37052,31949,1.16,0.0123
ENG_001569,AUD_000446,Radio,10909,6680,1.63,0.007
ENG_001570,AUD_000446,Social,23301,17713,1.32,0.0314
ENG_001571,AUD_000447,Radio,17780,10751,1.65,0.0125
ENG_001572,AUD_000447,Streaming,46640,35547,1.31,0.0052
ENG_001573,AUD_000448,Print,2911,2505,1.16,0.0263
ENG_001574,AUD_000448,Digital,19554,14669,1.33,0.0435
ENG_001575,AUD_000448,Retail,3493,3096,1.13,0.0031
ENG_001576,AUD_000449,Retail,4957,4326,1.15,0.0114
ENG_001577,AUD_000449,Social,9063,6144,1.48,0.0252
ENG_001578,AUD_000449,Email,11404,8826,1.29,0.0034
ENG_001579,AUD_000449,OOH,13372,11131,1.2,0.0014
ENG_001580,AUD_000450,Digital,8906,6117,1.46,0.0115
ENG_001581,AUD_000450,Social,5625,4067,1.38,0.0793
ENG_001582,AUD_000450,Radio,6720,5664,1.19,0.01
ENG_001583,AUD_000450,OOH,17202,13170,1.31,0.0185
ENG_001584,AUD_000450,Email,5738,5049,1.14,0.0288
ENG_001585,AUD_000451,Email,14967,13298,1.13,0.0039
ENG_001586,AUD_000451,Digital,21037,14751,1.43,0.0482
ENG_001587,AUD_000452,Streaming,47891,29211,1.64,0.0098
ENG_001588,AUD_000452,TV,175846,150050,1.17,0.009
ENG_001589,AUD_000452,Retail,4566,4004,1.14,0.0015
ENG_001590,AUD_000453,Email,19492,17535,1.11,0.0149
ENG_001591,AUD_000453,Streaming,56375,36935,1.53,0.0193
ENG_001592,AUD_000453,TV,189191,135971,1.39,0.0094
ENG_001593,AUD_000454,Email,14721,11271,1.31,0.0231
ENG_001594,AUD_000454,Social,19256,16925,1.14,0.0604
ENG_001595,AUD_000455,Streaming,68002,60259,1.13,0.0121
ENG_001596,AUD_000455,Retail,2105,1297,1.62,0.0209
ENG_001597,AUD_000455,TV,168850,105502,1.6,0.0035
ENG_001598,AUD_000456,TV,52624,41090,1.28,0.0096
ENG_001599,AUD_000456,Social,1857,1623,1.14,0.0405
ENG_001600,AUD_000456,Retail,3704,2419,1.53,0.0241
ENG_001601,AUD_000457,TV,124820,94126,1.33,0.0039
ENG_001602,AUD_000457,Digital,47813,35126,1.36,0.0309
ENG_001603,AUD_000457,Radio,18506,15784,1.17,0.0189
ENG_001604,AUD_000457,OOH,3068,2053,1.49,0.0144
ENG_001605,AUD_000457,Social,18463,11726,1.57,0.0398
ENG_001606,AUD_000458,Digital,13859,10705,1.29,0.0368
ENG_001607,AUD_000458,Social,6723,5978,1.12,0.0397
ENG_001608,AUD_000458,Streaming,14872,9423,1.58,0.0139
ENG_001609,AUD_000459,Email,13052,8973,1.45,0.0196
ENG_001610,AUD_000459,Retail,4644,3534,1.31,0.0238
ENG_001611,AUD_000459,Social,12829,10007,1.28,0.0473
ENG_001612,AUD_000460,TV,95534,78427,1.22,0.0034
ENG_001613,AUD_000460,OOH,15041,10002,1.5,0.0129
ENG_001614,AUD_000461,OOH,12976,10309,1.26,0.0091
ENG_001615,AUD_000461,Radio,12016,9171,1.31,0.0167
ENG_001616,AUD_000461,Digital,28649,17521,1.64,0.045
ENG_001617,AUD_000462,OOH,7169,4549,1.58,0.0239
ENG_001618,AUD_000462,TV,74901,59100,1.27,0.0017
ENG_001619,AUD_000462,Retail,2359,1957,1.21,0.0297
ENG_001620,AUD_000462,Print,17394,10448,1.66,0.0066
ENG_001621,AUD_000462,Email,8748,5537,1.58,0.023
ENG_001622,AUD_000463,Print,3732,2588,1.44,0.0019
ENG_001623,AUD_000463,Retail,2137,1916,1.12,0.0276
ENG_001624,AUD_000463,TV,135688,88967,1.53,0.0086
ENG_001625,AUD_000463,Email,15246,9908,1.54,0.0061
ENG_001626,AUD_000463,Radio,13557,8356,1.62,0.0174
ENG_001627,AUD_000464,Print,5274,4367,1.21,0.0126
ENG_001628,AUD_000464,Retail,2357,1577,1.49,0.012
ENG_001629,AUD_000465,TV,52045,32223,1.62,0.0018
ENG_001630,AUD_000465,Digital,34417,21900,1.57,0.0418
ENG_001631,AUD_000465,Streaming,48679,33828,1.44,0.0188
ENG_001632,AUD_000465,Email,9193,5643,1.63,0.0231
ENG_001633,AUD_000466,TV,53044,31916,1.66,0.0085
ENG_001634,AUD_000466,Streaming,53609,38808,1.38,0.0116
ENG_001635,AUD_000466,Retail,2406,1903,1.26,0.0056
ENG_001636,AUD_000466,Radio,14670,13193,1.11,0.0116
ENG_001637,AUD_000467,Streaming,41277,29242,1.41,0.009
ENG_001638,AUD_000467,OOH,8858,7047,1.26,0.0018
ENG_001639,AUD_000467,Print,7085,5964,1.19,0.0292
ENG_001640,AUD_000467,Social,13332,9914,1.34,0.0259
ENG_001641,AUD_000468,Print,6522,4490,1.45,0.0059
ENG_001642,AUD_000468,Radio,7333,5205,1.41,0.0139
ENG_001643,AUD_000468,OOH,15542,10665,1.46,0.0203
ENG_001644,AUD_000468,Social,20004,12265,1.63,0.0482
ENG_001645,AUD_000468,TV,180646,126658,1.43,0.0024
ENG_001646,AUD_000469,OOH,11351,8604,1.32,0.0284
ENG_001647,AUD_000469,Radio,18125,14270,1.27,0.0274
ENG_001648,AUD_000469,Streaming,78695,61258,1.28,0.0157
ENG_001649,AUD_000469,Social,14141,11944,1.18,0.0532
ENG_001650,AUD_000469,TV,115345,72620,1.59,0.0097
ENG_001651,AUD_000470,Streaming,31296,25568,1.22,0.0067
ENG_001652,AUD_000470,Email,10593,8585,1.23,0.0155
ENG_001653,AUD_000470,TV,145488,126000,1.15,0.0097
ENG_001654,AUD_000470,Digital,33809,22484,1.5,0.0466
ENG_001655,AUD_000471,OOH,16399,14245,1.15,0.0267
ENG_001656,AUD_000471,Streaming,44563,27973,1.59,0.0184
ENG_001657,AUD_000471,Radio,1017,818,1.24,0.0127
ENG_001658,AUD_000472,Retail,4946,3489,1.42,0.0225
ENG_001659,AUD_000472,Radio,1161,763,1.52,0.0012
ENG_001660,AUD_000472,OOH,5005,3978,1.26,0.0241
ENG_001661,AUD_000472,TV,179216,129213,1.39,0.0092
ENG_001662,AUD_000473,TV,79715,50304,1.58,0.0021
ENG_001663,AUD_000473,Print,7986,6066,1.32,0.0259
ENG_001664,AUD_000473,Email,18116,14301,1.27,0.0198
ENG_001665,AUD_000473,Streaming,69647,45179,1.54,0.0191
ENG_001666,AUD_000473,OOH,11416,8459,1.35,0.012
ENG_001667,AUD_000474,Retail,1022,817,1.25,0.0257
ENG_001668,AUD_000474,TV,133150,91504,1.46,0.0022
ENG_001669,AUD_000474,OOH,14068,11491,1.22,0.0216
ENG_001670,AUD_000474,Print,15342,11750,1.31,0.0288
ENG_001671,AUD_000474,Email,10532,6556,1.61,0.0132
ENG_001672,AUD_000475,Social,6653,4596,1.45,0.0596
ENG_001673,AUD_000475,Retail,1071,911,1.18,0.0084
ENG_001674,AUD_000475,Print,16500,11469,1.44,0.0095
ENG_001675,AUD_000475,Radio,13968,12330,1.13,0.0052
ENG_001676,AUD_000476,Digital,9092,7212,1.26,0.0458
ENG_001677,AUD_000476,Social,10628,6779,1.57,0.0244
ENG_001678,AUD_000476,Print,3596,2613,1.38,0.0158
ENG_001679,AUD_000477,TV,75636,59629,1.27,0.004
ENG_001680,AUD_000477,Social,5876,3945,1.49,0.0752
ENG_001681,AUD_000477,Retail,3961,2841,1.39,0.0053
ENG_001682,AUD_000477,Print,17228,11818,1.46,0.0085
ENG_001683,AUD_000477,Digital,17342,14365,1.21,0.0193
ENG_001684,AUD_000478,Retail,3150,2500,1.26,0.0094
ENG_001685,AUD_000478,Radio,4149,3349,1.24,0.0072
ENG_001686,AUD_000478,TV,77322,67997,1.14,0.0068
ENG_001687,AUD_000478,Social,10522,8335,1.26,0.0646
ENG_001688,AUD_000478,Print,8933,7055,1.27,0.023
ENG_001689,AUD_000479,OOH,16844,12812,1.31,0.0177
ENG_001690,AUD_000479,TV,134208,98758,1.36,0.0044
ENG_001691,AUD_000480,Email,1448,987,1.47,0.0212
ENG_001692,AUD_000480,Social,11574,9145,1.27,0.078
ENG_001693,AUD_000481,OOH,8878,5961,1.49,0.0214
ENG_001694,AUD_000481,Retail,3540,3170,1.12,0.0251
ENG_001695,AUD_000481,Print,16361,11036,1.48,0.023
ENG_001696,AUD_000481,Social,16657,10166,1.64,0.0599
ENG_001697,AUD_000482,Digital,10013,8007,1.25,0.0437
ENG_001698,AUD_000482,Radio,16849,14138,1.19,0.0103
ENG_001699,AUD_000482,Print,9326,8347,1.12,0.0241
ENG_001700,AUD_000482,Streaming,38084,28263,1.35,0.0062
ENG_001701,AUD_000483,Email,14036,10767,1.3,0.0212
ENG_001702,AUD_000483,Radio,9803,7776,1.26,0.0224
ENG_001703,AUD_000484,Digital,48070,42370,1.13,0.0113
ENG_001704,AUD_000484,TV,141776,105612,1.34,0.0061
ENG_001705,AUD_000484,Email,17455,10826,1.61,0.0087
ENG_001706,AUD_000484,Radio,6023,4319,1.39,0.0157
ENG_001707,AUD_000485,Social,21822,13714,1.59,0.0558
ENG_001708,AUD_000485,Digital,22655,13832,1.64,0.0376
ENG_001709,AUD_000485,OOH,13492,8813,1.53,0.0152
ENG_001710,AUD_000485,TV,56797,42777,1.33,0.0058
ENG_001711,AUD_000485,Email,2767,1987,1.39,0.0242
ENG_001712,AUD_000486,Streaming,25433,18772,1.35,0.0137
ENG_001713,AUD_000486,Digital,44496,28560,1.56,0.0322
ENG_001714,AUD_000487,Social,7074,4943,1.43,0.0492
ENG_001715,AUD_000487,Email,5489,3863,1.42,0.0249
ENG_001716,AUD_000487,TV,106148,80219,1.32,0.0041
ENG_001717,AUD_000488,Streaming,25221,22380,1.13,0.0089
ENG_001718,AUD_000488,Print,7208,4928,1.46,0.0061
ENG_001719,AUD_000488,Email,17205,11296,1.52,0.0068
ENG_001720,AUD_000488,Radio,17118,11464,1.49,0.0152
ENG_001721,AUD_000488,Social,9335,6104,1.53,0.0671
ENG_001722,AUD_000489,Digital,17133,10458,1.64,0.0338
ENG_001723,AUD_000489,TV,176130,119463,1.47,0.0043
ENG_001724,AUD_000489,Retail,4663,3434,1.36,0.0189
ENG_001725,AUD_000489,Email,10420,6700,1.56,0.0025
ENG_001726,AUD_000490,Digital,5143,4418,1.16,0.033
ENG_001727,AUD_000490,Radio,12760,10293,1.24,0.0224
ENG_001728,AUD_000490,Streaming,74447,55709,1.34,0.017
ENG_001729,AUD_000490,OOH,8331,5986,1.39,0.0205
ENG_001730,AUD_000491,OOH,12410,9135,1.36,0.0075
ENG_001731,AUD_000491,Social,24647,19423,1.27,0.0453
ENG_001732,AUD_000491,Email,3341,2132,1.57,0.0053
ENG_001733,AUD_000492,Radio,3413,2292,1.49,0.007
ENG_001734,AUD_000492,Streaming,24012,14618,1.64,0.0099
ENG_001735,AUD_000492,TV,147768,130576,1.13,0.0071
ENG_001736,AUD_000493,Retail,2784,2467,1.13,0.0251
ENG_001737,AUD_000493,Print,10448,8498,1.23,0.0264
ENG_001738,AUD_000493,Email,6587,4369,1.51,0.0249
ENG_001739,AUD_000494,Digital,16149,14080,1.15,0.0323
ENG_001740,AUD_000494,Social,9168,6941,1.32,0.0393
ENG_001741,AUD_000494,Print,16548,10222,1.62,0.0233
ENG_001742,AUD_000495,Social,1391,1245,1.12,0.0785
ENG_001743,AUD_000495,Streaming,67620,60022,1.13,0.0081
ENG_001744,AUD_000495,OOH,6552,4174,1.57,0.0285
ENG_001745,AUD_000495,Email,4657,3386,1.38,0.0284
ENG_001746,AUD_000496,Digital,8544,6448,1.33,0.0347
ENG_001747,AUD_000496,Print,7853,5763,1.36,0.0118
ENG_001748,AUD_000496,Radio,8598,5350,1.61,0.014
ENG_001749,AUD_000497,Retail,2116,1551,1.36,0.0091
ENG_001750,AUD_000497,Social,22299,16307,1.37,0.0644
ENG_001751,AUD_000497,Email,8579,6546,1.31,0.0038
ENG_001752,AUD_000497,TV,104752,76847,1.36,0.007
ENG_001753,AUD_000498,Print,11261,7799,1.44,0.0137
ENG_001754,AUD_000498,Digital,36999,31993,1.16,0.0106
ENG_001755,AUD_000498,OOH,11514,10064,1.14,0.0276
ENG_001756,AUD_000498,Email,11548,9180,1.26,0.0157
ENG_001757,AUD_000499,Social,24709,15574,1.59,0.0275
ENG_001758,AUD_000499,Retail,4687,2850,1.64,0.0171
ENG_001759,AUD_000499,OOH,6871,5286,1.3,0.0226
ENG_001760,AUD_000500,TV,123487,92324,1.34,0.0063
ENG_001761,AUD_000500,Digital,41263,34212,1.21,0.0485
ENG_001762,AUD_000500,Radio,17890,13344,1.34,0.0113
ENG_001763,AUD_000500,Retail,4305,2673,1.61,0.0118
ENG_001764,AUD_000501,Streaming,38359,31571,1.22,0.0117
ENG_001765,AUD_000501,Radio,1528,1091,1.4,0.0131
ENG_001766,AUD_000501,Print,17168,10614,1.62,0.0268
ENG_001767,AUD_000501,Email,14159,9400,1.51,0.0273
ENG_001768,AUD_000502,Streaming,66459,53771,1.24,0.02
ENG_001769,AUD_000502,Email,11891,8336,1.43,0.0074
ENG_001770,AUD_000503,OOH,4738,4038,1.17,0.0084
ENG_001771,AUD_000503,Social,2870,1920,1.49,0.0496
ENG_001772,AUD_000503,Radio,3528,3146,1.12,0.0012
ENG_001773,AUD_000504,OOH,14571,9168,1.59,0.0166
ENG_001774,AUD_000504,Social,5493,4744,1.16,0.0738
ENG_001775,AUD_000504,TV,125181,112098,1.12,0.0043
ENG_001776,AUD_000505,TV,75296,54013,1.39,0.0085
ENG_001777,AUD_000505,OOH,15705,14010,1.12,0.0097
ENG_001778,AUD_000505,Streaming,49132,35840,1.37,0.0091
ENG_001779,AUD_000506,Social,14913,13175,1.13,0.0701
ENG_001780,AUD_000506,Digital,42718,34096,1.25,0.011
ENG_001781,AUD_000506,OOH,8171,5845,1.4,0.0275
ENG_001782,AUD_000506,Print,15455,12167,1.27,0.0045
ENG_001783,AUD_000506,TV,56351,47579,1.18,0.0099
ENG_001784,AUD_000507,Radio,18980,16015,1.19,0.0291
ENG_001785,AUD_000507,OOH,1743,1488,1.17,0.0101
ENG_001786,AUD_000508,TV,158635,120861,1.31,0.0082
ENG_001787,AUD_000508,Streaming,44478,30391,1.46,0.0115
ENG_001788,AUD_000508,Retail,4159,3741,1.11,0.0226
ENG_001789,AUD_000508,Print,18649,15552,1.2,0.0249
ENG_001790,AUD_000509,Retail,2632,1623,1.62,0.0288
ENG_001791,AUD_000509,Email,12847,11193,1.15,0.0292
ENG_001792,AUD_000509,Streaming,58484,51288,1.14,0.015
ENG_001793,AUD_000509,TV,160055,119289,1.34,0.0099
ENG_001794,AUD_000509,Digital,5630,4330,1.3,0.017
ENG_001795,AUD_000510,Print,11353,8860,1.28,0.0183
ENG_001796,AUD_000510,OOH,8953,5466,1.64,0.0294
ENG_001797,AUD_000511,Social,21567,13447,1.6,0.0724
ENG_001798,AUD_000511,Retail,3359,2758,1.22,0.0166
ENG_001799,AUD_000512,OOH,9905,8776,1.13,0.0114
ENG_001800,AUD_000512,TV,186091,126023,1.48,0.0098
ENG_001801,AUD_000512,Retail,611,373,1.64,0.0095
ENG_001802,AUD_000512,Email,1737,1194,1.45,0.013
ENG_001803,AUD_000512,Digital,28513,19262,1.48,0.0285
ENG_001804,AUD_000513,Retail,1895,1342,1.41,0.0015
ENG_001805,AUD_000513,OOH,19074,14768,1.29,0.0051
ENG_001806,AUD_000513,Digital,23482,16881,1.39,0.0154
ENG_001807,AUD_000514,Print,2295,1856,1.24,0.0185
ENG_001808,AUD_000514,TV,70740,44336,1.6,0.0056
ENG_001809,AUD_000514,OOH,6591,5274,1.25,0.0041
ENG_001810,AUD_000514,Streaming,60339,42591,1.42,0.0152
ENG_001811,AUD_000514,Retail,3554,2196,1.62,0.0206
ENG_001812,AUD_000515,Radio,4566,3202,1.43,0.0016
ENG_001813,AUD_000515,TV,68517,57058,1.2,0.0033
ENG_001814,AUD_000515,Digital,46415,33876,1.37,0.021
ENG_001815,AUD_000515,Streaming,73464,62960,1.17,0.0196
ENG_001816,AUD_000516,Social,6121,4959,1.23,0.0273
ENG_001817,AUD_000516,Streaming,70105,50517,1.39,0.0059
ENG_001818,AUD_000516,Radio,12869,8907,1.44,0.0119
ENG_001819,AUD_000516,TV,158342,119226,1.33,0.0093
ENG_001820,AUD_000516,OOH,10111,7218,1.4,0.0132
ENG_001821,AUD_000517,Email,11102,6940,1.6,0.0203
ENG_001822,AUD_000517,Digital,19937,13070,1.53,0.0458
ENG_001823,AUD_000517,OOH,3205,2756,1.16,0.0258
ENG_001824,AUD_000517,Radio,8932,7674,1.16,0.0193
ENG_001825,AUD_000518,Retail,1787,1490,1.2,0.0143
ENG_001826,AUD_000518,OOH,11636,10399,1.12,0.0037
ENG_001827,AUD_000518,Radio,9721,8502,1.14,0.0097
ENG_001828,AUD_000518,Email,18375,16038,1.15,0.0177
ENG_001829,AUD_000519,TV,131143,93812,1.4,0.0087
ENG_001830,AUD_000519,Email,18839,12744,1.48,0.0128
ENG_001831,AUD_000519,Retail,1767,1401,1.26,0.0094
ENG_001832,AUD_000519,Radio,17486,13084,1.34,0.0015
ENG_001833,AUD_000520,Social,14699,12359,1.19,0.0712
ENG_001834,AUD_000520,OOH,16401,14393,1.14,0.0141
ENG_001835,AUD_000520,Email,2483,1729,1.44,0.009
ENG_001836,AUD_000520,Radio,5850,4125,1.42,0.0173
ENG_001837,AUD_000520,Print,18629,13717,1.36,0.0133
ENG_001838,AUD_000521,Retail,3982,3218,1.24,0.0126
ENG_001839,AUD_000521,OOH,2879,2325,1.24,0.0034
ENG_001840,AUD_000521,Social,4948,3861,1.28,0.0736
ENG_001841,AUD_000521,Print,6363,4544,1.4,0.0083
ENG_001842,AUD_000521,Radio,12223,9449,1.29,0.0198
ENG_001843,AUD_000522,Streaming,75040,64057,1.17,0.0177
ENG_001844,AUD_000522,OOH,18398,15418,1.19,0.0132
ENG_001845,AUD_000522,Social,15663,10894,1.44,0.027
ENG_001846,AUD_000523,Print,14620,10898,1.34,0.0202
ENG_001847,AUD_000523,Social,10092,8432,1.2,0.0486
ENG_001848,AUD_000523,Email,16771,14674,1.14,0.0298
ENG_001849,AUD_000523,Radio,9902,6042,1.64,0.0243
ENG_001850,AUD_000524,TV,72426,51277,1.41,0.0097
ENG_001851,AUD_000524,Digital,21780,17104,1.27,0.0114
ENG_001852,AUD_000524,OOH,18636,12974,1.44,0.0246
ENG_001853,AUD_000524,Radio,5331,3790,1.41,0.0298
ENG_001854,AUD_000524,Email,8093,6046,1.34,0.0285
ENG_001855,AUD_000525,Email,12037,9784,1.23,0.02
ENG_001856,AUD_000525,Retail,3697,3263,1.13,0.0282
ENG_001857,AUD_000525,Digital,49113,35508,1.38,0.0197
ENG_001858,AUD_000525,Print,12084,9751,1.24,0.0292
ENG_001859,AUD_000526,Radio,19523,16976,1.15,0.0286
ENG_001860,AUD_000526,TV,52585,42370,1.24,0.0024
ENG_001861,AUD_000527,Digital,26429,21187,1.25,0.0452
ENG_001862,AUD_000527,Email,17317,10702,1.62,0.0218
ENG_001863,AUD_000527,Social,20040,17981,1.11,0.0705
ENG_001864,AUD_000527,Print,6163,5057,1.22,0.0197
ENG_001865,AUD_000527,Retail,3992,3373,1.18,0.0017
ENG_001866,AUD_000528,Print,16226,11853,1.37,0.0264
ENG_001867,AUD_000528,TV,119259,90909,1.31,0.0068
ENG_001868,AUD_000528,Email,10354,6822,1.52,0.0115
ENG_001869,AUD_000528,Radio,2855,2535,1.13,0.0185
ENG_001870,AUD_000528,Streaming,62180,52267,1.19,0.0115
ENG_001871,AUD_000529,OOH,16303,13111,1.24,0.0084
ENG_001872,AUD_000529,Email,10115,7558,1.34,0.0132
ENG_001873,AUD_000529,Print,10434,8026,1.3,0.0029
ENG_001874,AUD_000530,Print,15035,11645,1.29,0.0016
ENG_001875,AUD_000530,Social,23498,17417,1.35,0.0304
ENG_001876,AUD_000531,Radio,13720,10728,1.28,0.0111
ENG_001877,AUD_000531,TV,174893,132752,1.32,0.0053
ENG_001878,AUD_000531,OOH,17699,11372,1.56,0.0026
ENG_001879,AUD_000532,TV,101557,67507,1.5,0.0086
ENG_001880,AUD_000532,Streaming,50353,42671,1.18,0.0137
ENG_001881,AUD_000533,Social,8592,5613,1.53,0.0792
ENG_001882,AUD_000533,OOH,19815,17003,1.17,0.0061
ENG_001883,AUD_000533,Digital,23265,18310,1.27,0.0139
ENG_001884,AUD_000534,Streaming,56197,49019,1.15,0.0142
ENG_001885,AUD_000534,Print,4866,3860,1.26,0.0061
ENG_001886,AUD_000535,Print,3233,2900,1.11,0.0167
ENG_001887,AUD_000535,Retail,4285,3848,1.11,0.0273
ENG_001888,AUD_000535,TV,118987,86907,1.37,0.0042
ENG_001889,AUD_000535,Streaming,55728,35039,1.59,0.0062
ENG_001890,AUD_000536,TV,110421,84898,1.3,0.0092
ENG_001891,AUD_000536,Social,2951,2649,1.11,0.0562
ENG_001892,AUD_000536,Print,13608,12181,1.12,0.0207
ENG_001893,AUD_000537,Digital,17378,13333,1.3,0.0183
ENG_001894,AUD_000537,Social,16783,11868,1.41,0.0717
ENG_001895,AUD_000537,Retail,2851,2468,1.16,0.0164
ENG_001896,AUD_000537,Email,10827,7746,1.4,0.0147
ENG_001897,AUD_000538,Social,2759,2263,1.22,0.0206
ENG_001898,AUD_000538,Retail,1968,1696,1.16,0.0148
ENG_001899,AUD_000538,Radio,5477,4409,1.24,0.0033
ENG_001900,AUD_000538,OOH,15874,12264,1.29,0.0246
ENG_001901,AUD_000538,Digital,31281,20254,1.54,0.0119
ENG_001902,AUD_000539,Radio,15533,12196,1.27,0.0052
ENG_001903,AUD_000539,Social,22451,17738,1.27,0.0605
ENG_001904,AUD_000539,Streaming,76981,51871,1.48,0.012
ENG_001905,AUD_000539,OOH,13929,12344,1.13,0.0218
ENG_001906,AUD_000540,Social,6618,5668,1.17,0.0781
ENG_001907,AUD_000540,Retail,4124,2679,1.54,0.0151
ENG_001908,AUD_000540,Print,9425,7062,1.33,0.0166
ENG_001909,AUD_000540,OOH,3734,2298,1.62,0.0015
ENG_001910,AUD_000540,TV,149457,121282,1.23,0.0087
ENG_001911,AUD_000541,Print,6984,5939,1.18,0.0092
ENG_001912,AUD_000541,Email,11379,8486,1.34,0.0032
ENG_001913,AUD_000541,Digital,38671,23784,1.63,0.0107
ENG_001914,AUD_000542,Retail,565,417,1.35,0.004
ENG_001915,AUD_000542,Streaming,19052,12200,1.56,0.0166
ENG_001916,AUD_000543,Social,6899,5013,1.38,0.0463
ENG_001917,AUD_000543,Email,4266,2932,1.45,0.0125
ENG_001918,AUD_000543,OOH,12717,8842,1.44,0.0033
ENG_001919,AUD_000543,TV,104922,74600,1.41,0.0091
ENG_001920,AUD_000544,TV,134751,101514,1.33,0.0043
ENG_001921,AUD_000544,Streaming,68054,58050,1.17,0.0193
ENG_001922,AUD_000545,Social,2885,2332,1.24,0.0634
ENG_001923,AUD_000545,OOH,3149,2821,1.12,0.0211
ENG_001924,AUD_000546,Social,14593,12921,1.13,0.0681
ENG_001925,AUD_000546,Streaming,40568,24423,1.66,0.0192
ENG_001926,AUD_000546,Email,15591,10351,1.51,0.0072
ENG_001927,AUD_000546,Digital,44030,32772,1.34,0.0353
ENG_001928,AUD_000547,Streaming,22806,18202,1.25,0.0192
ENG_001929,AUD_000547,TV,198289,129193,1.53,0.0024
ENG_001930,AUD_000548,Digital,5005,3627,1.38,0.0183
ENG_001931,AUD_000548,Retail,3623,2537,1.43,0.0255
ENG_001932,AUD_000548,TV,161766,142024,1.14,0.0015
ENG_001933,AUD_000549,Streaming,15429,13120,1.18,0.0174
ENG_001934,AUD_000549,Retail,1183,732,1.62,0.0172
ENG_001935,AUD_000549,Email,2013,1808,1.11,0.0019
ENG_001936,AUD_000549,Digital,24846,17434,1.43,0.0133
ENG_001937,AUD_000550,Social,19749,17440,1.13,0.0567
ENG_001938,AUD_000550,Streaming,63273,39066,1.62,0.0195
ENG_001939,AUD_000550,Radio,16791,12120,1.39,0.0236
